src,dest,dist
FCO,MAD,1333851
HKG,CGO,1353324
ATL,GDL,2363385
TPE,XIY,1589940
BHD,LHR,504085
BOM,IKA,2798228
GRU,MEX,7423048
PIA,ATL,908982
NGB,CAN,1080629
BCN,VCE,953508
TLV,NAP,2085194
AMS,HAM,380455
SHV,ATL,887356
HGH,CGO,781523
TXL,EIN,556940
PVG,OKA,791333
ICN,DAD,2976289
LIN,AMS,831553
CAN,TSN,1785844
MIA,MSY,1085552
HAK,NKG,1554432
KIX,SGN,3906592
TAS,ALA,680437
VIE,NCE,877687
XIY,XMN,1423771
LHR,ATL,6776332
HKG,TPE,806733
ALG,MLA,1015530
HNL,KIX,6624507
TNA,HRB,1231714
BCN,OSL,2191683
VRN,TIA,840369
SYD,PER,3284035
HRB,CGO,1621046
CKG,KWE,352836
FOC,NKG,648322
AGP,CPH,2472801
AKL,WLG,479503
GMP,PUS,326782
CUN,MEX,1286167
JFK,KWI,10222295
SHA,SZX,1206632
LHR,YVR,7601794
ITM,HND,404563
REP,HKG,1453628
KRT,NBO,1931060
XIY,CSX,813567
LHR,BCN,1147444
CCJ,MCT,2325326
ICN,CTS,1423737
FUK,HKG,2046960
SVO,MLA,2829446
AGP,VIE,2138337
SZX,XIY,1398586
BOS,LHR,5254215
ICN,TPE,1460300
KIN,PTY,1020108
EIN,BCN,1156416
MAD,LIS,514369
SHJ,TRV,2936442
HKG,HND,2904232
HKG,DAD,917542
ATL,MEM,533749
KWE,HGH,1396297
CPH,EIN,668876
MAD,BOG,8033738
GYD,ESB,1447992
HAN,REP,889981
AMS,KWI,4360494
MLA,BHX,2243803
BCN,DKR,3497855
FRA,GRU,9774272
ICN,KOJ,740171
FRA,AMS,366430
KMG,CGO,1482133
BCN,BRU,1083478
HKG,HAN,847112
MAD,TLS,536338
IKA,GYD,569026
KMG,HKG,1161843
AMS,TBS,3227951
MLA,MAN,2342713
HNL,TPE,8157190
TXL,CGN,464455
DME,ALC,3431481
BWN,HKG,1924387
VIE,AYT,1703107
SZX,TNA,1609772
BCN,SCQ,885442
VCE,DUS,764178
SIN,CGK,878005
IKA,IST,2045106
MUC,ATL,7720031
CGO,KWE,1112526
KWL,CGO,1094295
MXP,TIA,1003354
JNB,GRJ,1038917
AMS,CPH,634987
RIX,AMS,1337260
HAK,NNG,379387
ARN,TXL,840095
PMO,CTA,190902
MAD,LPA,1765053
AMM,KWI,1182070
NRT,NKG,2039020
HND,ICN,1211707
LAS,ATL,2810925
BRU,BCN,1083478
SYX,HKG,646328
MAD,TXL,1854194
CSX,HAK,956285
KHH,NRT,2427682
KGF,ALA,757554
ATL,LFT,809546
WUH,XIY,653461
TRV,BOM,1252392
GDN,KRK,486842
ARN,AMS,1154892
XIY,CTU,622649
SZX,HGH,1068845
TRN,CTA,1058800
PER,MEL,2706038
ICN,CJU,439134
DEL,AMS,6375078
DLC,CGO,845704
TFN,BCN,2195199
KWE,XIY,896481
SJJ,LJU,405254
CGO,CTU,1026278
BEY,KWI,1288987
PVG,SZX,1231418
XIY,TNA,811430
DXB,COK,2780469
HND,SIN,5291818
ATL,BTR,721624
TYN,CSX,1061433
LED,BCN,2826582
AMS,SVO,2151304
MLA,LHR,2103215
CTS,HND,818661
SYX,KWE,950681
ICN,NRT,1259635
IST,AMS,2214177
GCM,HAV,423576
URC,SHA,3277460
BCN,EIN,1156416
FUK,NRT,941564
CSX,HKG,655150
CSX,WNZ,750849
AMS,VCE,937967
HND,CDG,9730371
AMS,GIG,9535742
CDG,MLA,1755615
PEK,WNZ,1405605
BAH,DOH,147554
TRN,NAP,722467
CWB,GRU,358872
ICN,CMB,5766285
DEN,ATL,1930018
SAW,AMS,2250693
MAD,MXP,1150872
GYD,DME,1886537
HKG,KWL,509770
AMS,NBO,6662376
MLA,AMS,1982429
KWE,SYX,950681
ATL,LHR,6776332
BSB,NAT,1767676
AMS,ABZ,704691
TUS,ATL,2480122
XIY,CKG,560794
PRN,FRA,1267003
ICN,AKL,9629758
EZE,AMS,11437224
ISB,KWI,2432111
BRU,MAD,1313967
PMO,BCN,1004706
DLC,HGH,974403
ICN,REP,3485386
JFK,FRA,6204692
HAV,GCM,423576
HKG,PVG,1253823
DUS,MAD,1440222
KWI,SYZ,449892
HKG,NGO,2625887
HKG,DPS,3438119
ATL,STL,778975
KWI,DOH,567191
KWE,SHA,1507633
LGW,AGP,1644208
COK,MCT,2432174
SSA,GRU,1448579
VIE,BEG,465073
AMS,GLA,719836
YUL,AMS,5519408
BCN,EDI,1676945
NAP,LIN,649948
GIG,DFW,8403083
WLG,CHC,304434
PUS,CJU,291275
LIT,ATL,728652
CGO,NNG,1431194
HKG,CTU,1350715
TAS,GYD,1620710
SCQ,CDG,1086655
DLC,WUH,1127413
PVG,KOJ,850003
ALA,KUF,2267149
ATL,MCO,649507
XMN,PVG,815937
HER,AMS,2482665
MAD,GVA,1009855
KIX,KUL,4935472
HKG,KMG,1161843
ZRH,CTA,1232073
BEG,TLV,1902369
AAL,AMS,624999
SJC,ATL,3405065
WUH,NNG,1086396
NKG,XIY,989800
MUC,CAG,1034773
GIG,FRA,9543922
SIN,SGN,1087586
SFO,ICN,9106147
MVD,EZE,229149
KWL,CGO,1094295
TSE,TAS,1098267
TXL,MAD,1854194
HGH,PEK,1147425
NRT,GUM,2507486
SVO,ALA,3129425
ICN,NBO,10058939
TNA,SZX,1609772
GIG,BSB,911448
AMS,DEL,6375078
GVA,MLA,1348774
HND,HNL,6201581
SYX,SZX,664055
BRI,BCN,1229862
MHD,DMM,1429726
GRU,EZE,1720748
KUL,ICN,4601512
LEX,ATL,488449
CSX,TYN,1061433
SCQ,LPA,1775277
FRU,ALA,210761
ATL,GSO,493012
CSX,NAY,1318633
XIY,FOC,1410500
HEL,MAD,2950145
MHD,BAH,1397274
GRU,MXP,9464635
BEG,LJU,482975
SHA,GMP,865359
LCY,AMS,336079
HAK,CAN,482627
AGP,LGW,1644208
CAG,MUC,1034773
MEL,NRT,8143672
SGF,ATL,906215
SYX,CGO,1849716
HAK,NNG,379387
SVX,TAS,1827116
ORD,MAD,6761508
HGH,HAK,1519267
TPE,NGO,1849316
CJU,PUS,291275
CTU,TNA,1411383
AGP,BRU,1735156
PEK,TAS,3951685
PVG,KMG,1968438
ICN,CGK,5245645
GVA,AMS,682155
KWI,BOM,2760419
HRG,DUS,3511169
URC,SHA,3277460
HAM,IKA,3771203
CTS,NGO,975528
ZRH,KRK,874479
ATL,MGM,236070
XMN,XIY,1423771
GIG,MAD,8124197
NAT,GRU,2288568
BEG,SAW,854044
ALG,CDG,1369896
STR,ATL,7534244
NKG,FOC,648322
KIX,CJU,814844
KBP,AMS,1824341
CSX,TNA,1031672
ORY,JFK,5848136
NRT,KUL,5402743
HKG,REP,1453628
ATL,DEN,1930018
LOS,MAD,3819269
KWI,CCJ,3528094
ATL,AGS,230814
TXL,MLA,1858260
BAH,LHR,5099825
NAP,CAG,482074
GIG,BEL,2437401
UPG,CGK,1433793
RGN,ICN,3741177
TSN,HGH,1026346
BCN,FRA,1092233
CDG,PEK,8210548
CGK,KUL,1124518
NBO,ICN,10058939
FOC,XIY,1410500
CKG,HAK,1150204
LAX,NRT,8772757
ALA,URC,843725
ATL,SAT,1406844
FCO,VIE,778919
BCN,LGW,1108749
TXL,BRI,1296558
CGK,UPG,1433793
TPE,ICN,1460300
TBS,AMS,3227951
XIY,CKG,560794
PEK,SHA,1074901
BCN,NAP,1026232
CNF,GIG,360566
JAX,ATL,433988
CGN,TXL,464455
HKG,SYX,646328
ORY,LHR,365994
PRG,GYD,2970336
PVG,HKG,1253823
ATL,BRU,7122565
MLA,EXT,2188142
FCO,AGP,1550893
GIG,JFK,7702747
NGO,PUS,718693
ISB,AUH,2060545
DLC,TYN,790196
TFS,BCN,2245718
TSN,XIY,925528
BNE,DPS,4488604
PUS,REP,3489317
PVR,ATL,2505901
NNG,XIY,1313316
FOC,HAK,1153804
KBP,TAS,3110299
MXP,JFK,6429708
HAK,CGO,1650174
SAN,NRT,8943397
AUH,ICN,6849448
CGK,KUL,1124518
MXP,GYD,3376541
NRT,KHH,2427682
HGH,CJJ,973505
DXB,AMS,5174013
DEL,KWI,2835253
VIE,MUC,356345
BCN,ZRH,857008
CAN,KIX,2456763
GDN,BRU,1020290
FCO,CTA,538773
IST,IKA,2045106
SFO,HNL,3859977
HAK,KWE,821437
AGP,TLS,919105
CTA,LIN,1008868
MEL,BKK,7315582
ICN,SVO,6602485
IAD,ATL,859234
AKL,SCL,9673653
ALA,TAS,680437
OPO,BCN,900981
PEK,GYD,5516462
NRT,BOS,10785037
HKG,CSX,655150
CKG,NAY,1427273
LHR,ORD,6361433
BKK,PNH,503863
AMS,SXM,6939254
NGB,SZX,1103200
AMM,MAD,3659327
LIN,NAP,649948
PNH,ICN,3591327
MSP,SEA,2251129
SYX,TSN,2431880
HGH,CKG,1331469
BCN,ATH,1908948
BSB,GIG,911448
KIX,PUS,582935
ICT,ATL,1257813
NCE,MAD,958118
SJJ,BEG,192557
ALA,DEL,1640623
ATL,MSY,683812
PEK,WUH,1053638
BCN,DRS,1413773
NAP,CTA,385462
BSB,SSA,1085567
PRG,ARN,1088439
SJD,ATL,2727497
PEK,HGH,1147425
BCN,HAM,1493071
ICN,HNL,7364919
HGH,SZX,1068845
FRA,MAD,1419752
BRU,TXL,635112
CKG,HKG,1096673
OPO,BRU,1475075
OKA,ITM,1210000
HKG,RGN,1957153
AMS,XMN,9334543
FRA,MLA,1645544
PMI,VIE,1459551
DFW,LHR,7644847
VIE,FCO,778919
FLN,GRU,513533
KOJ,ICN,740171
EIN,TXL,556940
MAD,LAX,9406180
KWI,DWC,859476
CEB,PUS,2800216
DUB,JFK,5116571
HRB,TNA,1231714
LHR,MEX,8916987
ITM,NRT,463041
FOC,HKG,708879
ATL,CHS,416873
SOF,ATH,530522
XIY,PVG,1275260
BOM,DOH,2293743
BKK,FUK,3723777
CGO,HKG,1353324
ATL,MAN,6595966
NKG,CAN,1075573
TLV,BCN,3087318
AMS,DMM,4709300
YYZ,YWG,1507373
XMN,NKG,800945
MLE,PEK,5865214
BCN,BRI,1229862
DUR,JNB,477858
LJU,CPH,1052624
ICN,ORD,10543465
FCO,AMS,1297272
GIG,EZE,1994980
DUS,LUX,189132
VCE,EIN,837720
MAN,ORD,6157147
FOC,SYX,1352773
NRT,DEL,5920511
BRU,ATL,7122565
NBO,CDG,6481032
PVG,SHE,1174374
LHR,IAD,5917134
BOM,MAA,1032080
CTS,ICN,1423737
LHR,BEG,1705597
AYT,IST,484335
SIN,DPS,1668395
CDG,MIA,7384749
MAD,PEK,9226251
SGN,PUS,3516776
PRG,AMS,707011
CGO,CAN,1234440
HKG,TPE,806733
PMI,AMS,1426449
CAN,HGH,1037259
LJU,TGD,574925
FRA,ICN,8566944
CPT,AMS,9652020
LHR,KWI,4681368
AUH,PEK,5964755
HKG,DPS,3438119
MEX,MIA,2052636
SCL,LIM,2452971
BTR,ATL,721624
AMS,TLV,3314995
LHR,OSL,1208051
MAA,KUL,2628591
SSA,CWB,1801801
TLV,BEG,1902369
STL,ATL,778975
CSX,XMN,634731
SIN,KUL,297266
SCQ,PMI,1005311
KWI,RUH,489498
OKA,PVG,791333
CJU,ICN,439134
EDI,AMS,668010
CAN,TPE,827012
NRT,TAS,6056771
TFN,SCQ,1750761
NKG,HAK,1554432
PVG,CTS,2182329
KBP,TSE,2831864
ATL,MUC,7720031
NNG,SHA,1615151
AMS,BRI,1539325
LGW,MCO,7004994
BOM,TRV,1252392
CDG,WRO,1050742
BJV,IST,425467
MSP,MSY,1672814
HGH,HKG,1092181
ALC,CWL,1473653
NGB,DLC,1013818
PUS,KIX,582935
BKK,PUS,3695792
ATL,TYS,244462
NNG,WNZ,1404866
BCN,LUX,980163
RUH,KWI,489498
HNL,KIX,6624507
PUS,CTS,1387505
EWR,ATL,1199940
LOS,NBO,3834806
URC,TSN,2534834
TXL,DUS,470137
BCN,OPO,900981
TFS,MAD,1823762
CTU,SYX,1467664
ADA,IST,714185
HNL,LAX,4113181
NBO,ADD,1157447
NKG,DLC,837454
GYD,TAS,1620710
GMP,CJU,449829
ATL,STR,7534244
WNZ,NAY,1379464
GVA,BRU,532207
TPE,HKG,806733
LPA,MAD,1765053
KOJ,FSZ,770442
PVG,FUK,857293
TAS,TSE,1098267
TUL,ATL,1084327
LIM,JFK,5840223
FRA,GRU,9774272
ZAG,FRA,736684
KWE,TYN,1358260
AUH,PVG,6561525
DFW,CDG,7962434
CTA,TRN,1058800
XIY,HAK,1616883
NGO,NRT,340805
HAK,HKG,444925
AMS,EZE,11437224
NRT,AMS,9341968
KMG,SZX,1141020
AMS,LPA,3181730
DME,BCN,3035305
DUS,MXP,645703
KWL,TYN,1410622
KIX,TPE,1703047
CAN,HKG,135626
AMS,ACC,5197688
JFK,BRU,5901406
GRU,SCL,2616569
KMG,HAK,962704
LIS,BCN,996185
IKA,ORY,4216956
GRU,BSB,851232
CJU,PEK,1144704
LHR,MLA,2103215
PUJ,LIM,3517083
FRA,TSE,4324287
CMN,TIP,1937092
LUX,CPH,796099
JFK,MUC,6498472
MSQ,WAW,510744
DLC,NGB,1013818
EIN,NCE,877230
IAH,LHR,7779487
NAP,ZRH,862673
HAK,KWL,586645
HND,NGO,281615
BEG,OTP,459898
CWB,GIG,673082
HAK,HKG,444925
TRN,AMS,818231
LHR,LAS,8416050
FUK,PUS,224965
ATL,PIA,908982
MUC,MLA,1405532
GDN,MUC,815041
ICN,BKK,3664866
SCL,PUJ,5755881
GVA,YUL,5921809
WAW,KRK,246590
DRS,FRA,389851
NCL,DUS,702093
LBA,FAO,1934865
TNA,CSX,1031672
ALG,BCN,520733
KWI,DOH,567191
ICN,RGN,3741177
AUS,ATL,1308137
KWE,XIY,896481
AUH,FRA,4867893
MUC,CPH,810441
DLM,NCL,3078933
DUS,MAN,657341
MUC,VIE,356345
LBA,FCO,1691569
EWR,MUC,6520453
PRN,MUC,966298
FRA,ADD,5340870
PRN,FRA,1267003
FRA,JNB,8658237
TXL,ZRH,660366
FRA,TLV,2956609
YYC,LHR,7036951
ZRH,HAM,693372
JFK,FRA,6204692
WAW,LED,1027101
BRU,HAJ,399246
MUC,CAG,1034773
EMA,DLM,2945973
HAK,KWL,586645
HKG,BKK,1688538
LHR,AUH,5522926
ARN,IKA,3604770
BSB,CWB,1077369
PVG,XIY,1275260
AMS,SIN,10517338
ORD,GCM,2590232
BRU,GVA,532207
HKG,PEK,1986505
VRN,NAP,572248
CGH,GIG,360125
TSE,ALA,950943
ATL,BMI,857373
RIC,ATL,773861
CUN,MEX,1286167
PVG,BKK,2894394
WUH,WNZ,719247
BCN,LIS,996185
TLV,MAD,3551339
HGH,CAN,1037259
ITM,KOJ,549955
SAW,BEG,854044
LIS,AMS,1847468
VIE,ZRH,604978
TXL,BRU,635112
BCN,BRU,1083478
SAN,LHR,8827442
LED,GYD,2551834
SCL,GRU,2616569
ICN,VIE,8269164
CLE,ATL,892396
DEL,NBO,5411085
OPO,LUX,1487010
LUX,TXL,593077
WAW,IST,1379704
HRB,PEK,1000430
KJA,TAS,2359058
MAD,ARN,2602518
MAD,GRU,8355982
MEL,DPS,4376185
GMP,PEK,928873
ATL,MOB,485879
NAY,CTU,1522624
KWE,SZX,830788
TAS,PRG,4295074
MAD,CMN,868001
THR,MHD,753409
CNF,SSA,957316
ZRH,LJU,471180
TSE,URC,1438248
SHE,HGH,1295374
CUN,LIM,3809405
PVG,XIY,1275260
TYN,CAN,1592698
ORY,TFN,2759148
CAI,KWI,1604987
BRU,BEG,1359603
PUS,FUK,224965
DMM,KWI,354513
BRI,MUC,892844
MUC,JNB,8412264
EDI,PRG,1344894
DEN,FRA,8109413
MUC,SJJ,713433
CSX,SHA,853034
PEK,SEA,8701898
UFA,TAS,1779761
PUS,NRT,1040462
KWL,HKG,509770
AMS,FUK,9130395
MLU,ATL,721256
FUK,PVG,857293
BEG,VAR,627553
TSN,ICN,817008
JNB,AMS,8986269
URC,FRU,1054486
BRU,TXL,635112
MUC,DOK,1919789
CDG,ORD,6682586
NCL,DLM,3078933
FRA,MLA,1645544
IST,TIP,1669920
BRU,MXP,665131
EIN,AGP,1818533
DOH,BAH,147554
MXP,TLV,2709084
NRT,BKK,4649901
AMS,ARN,1154892
LHR,DTW,6061380
KWI,TRV,3797701
FRA,DMM,4373023
TXL,ATH,1823364
FRA,RIX,1275270
ALG,TIP,1014173
PUJ,SCL,5755881
GOT,FRA,884469
LCY,LUX,483447
HAM,FRA,413162
ABZ,FRA,1066678
LOS,FRA,4841121
POZ,FRA,636543
BRE,FRA,336547
MUC,BHX,1062603
BCN,GLA,1688593
BLR,FRA,7407753
ALC,EMA,1618095
DUS,ATH,2005223
FRA,CTU,7829444
YHZ,LHR,4597833
BRU,PFO,2881582
HKG,NNG,592001
MAD,VCE,1409234
HAK,WUH,1259407
GUM,PUS,2883242
JFK,BCN,6165913
BOG,SCL,4231091
AUH,NBO,3432585
MAD,ALG,725797
GYD,TBS,448216
KOJ,PVG,850003
HKG,XIY,1436648
NAY,CKG,1427273
AMS,NAP,1461798
LHR,SFO,8638229
SHJ,CCJ,2665267
FUK,HAN,2784959
HKG,PUS,2041582
ATL,SJC,3405065
LAS,JFK,3617691
PEK,LED,6072714
AMS,BCN,1240927
CTA,FCO,538773
GIG,CNF,360566
AMS,LUX,315203
MLA,GVA,1348774
HNL,SMF,3962424
PEK,SVO,5810512
BCN,NCE,497104
TFS,FCO,3022439
KUV,CJU,265652
JFK,AMS,5863340
CAN,HAK,482627
HRB,HKG,2818479
ORD,DUS,6807343
PVG,WUH,726772
CJU,NGO,961823
CTU,HGH,1583346
TSN,PVG,973892
LUX,BCN,980163
HND,HKG,2904232
WRO,CDG,1050742
AMS,CTU,7959343
URC,WUH,2761704
SZX,URC,3375259
EZE,MAD,10062209
SSA,CGH,1476733
CDG,BEG,1426907
IST,AYT,484335
SRQ,ATL,714866
DLC,TSN,363389
CSX,XIY,813567
SHJ,TAS,2176741
SCQ,MAD,483723
SYX,NNG,493890
DPS,PER,2569167
ICN,CNX,3381995
FRA,ATL,7425554
SZX,KMG,1141020
CGO,KWL,1094295
DEL,TAS,1577330
ORD,MAN,6157147
HAK,CKG,1150204
FRA,LJU,610098
CTU,XIY,622649
IST,KWI,2170996
MAD,BLQ,1298454
CAI,CDG,3212925
HAN,KIX,3231539
AMS,TLL,1476012
YHZ,YYT,882641
HKG,HGH,1092181
VIE,BCN,1372071
TIA,BLQ,769722
ICN,CSX,1607597
HAM,AMS,380455
CSX,HAK,956285
DLC,NKG,837454
TAS,NRT,6056771
BSL,CTA,1282224
TNA,XIY,811430
XIY,PVG,1275260
TSE,SVO,2300504
KWI,ADD,2437680
SHA,SYX,1866587
LHR,YUL,5229549
AMS,ATL,7082201
PBI,ATL,876311
BNE,HNL,7538003
NNG,HAK,379387
BCN,GOT,1959472
XIY,HGH,1194107
BUF,ATL,1145965
VIE,FRA,623639
FSZ,PVG,1582141
NKG,HKG,1154343
ATL,OKC,1224188
NBO,JED,2555720
CKG,PVG,1464020
VIE,TXL,547175
CDG,BCN,858279
YYZ,GRU,8166844
BEG,FCO,734042
AMS,EDI,668010
KMG,XIY,1178438
PEK,URC,2436153
CPH,ALC,2165439
FRA,IKA,3783542
KIN,SDQ,755047
AMS,OTP,1788346
NNG,KMG,601164
HKG,XMN,496594
MUC,AGP,1856538
SYX,WUH,1464884
LJU,WAW,812801
ICN,SHE,528581
MSY,DTW,1490267
DLC,PEK,443505
TAS,DEL,1577330
NRT,HKG,2963952
CDG,ICN,8949233
BLQ,AMS,989185
KWI,AMM,1182070
PVG,CAN,1202015
LIM,MAD,9519765
GYD,SAW,1749632
HNL,HND,6201581
DAD,HKG,917542
ATL,IAD,859234
MLA,IST,1372769
PHX,HNL,4694959
BRU,MAD,1313967
IKA,GOT,3786433
FRA,GIG,9543922
KWI,DMM,354513
HGH,HAK,1519267
BCN,BGO,2124167
BLQ,CTA,846642
ICN,HAN,2683198
EZE,MVD,229149
CKG,KMG,629640
BOJ,BRU,1977410
BCN,AMS,1240927
MAD,LIN,1181457
DXB,KUL,5549655
NRT,CDG,9733566
FRU,TSE,913914
ATL,MDW,950596
NBO,KRT,1931060
PVG,CNX,2674687
AGP,EIN,1818533
LIS,MAD,514369
KIX,HNL,6624507
HKG,XMN,496594
ATL,EWR,1199940
VIE,CPH,877399
TYN,HGH,1101589
DFW,MAD,7990266
MHD,BEY,2214509
PUS,NGO,718693
MLI,ATL,1019331
BOG,MIA,2424309
MRS,PMI,478894
RGN,HKG,1957153
ATL,SNA,3087901
KWI,DEL,2835253
SHA,CSX,853034
NAP,AMS,1461798
MAD,OPO,439155
SJJ,CPH,1372902
KIX,PVG,1309380
HKG,NGB,1123570
AMS,TLV,3314995
KIX,HNL,6624507
TNA,SHE,757601
BCN,OTP,1986904
IKA,GYD,569026
ICN,YVR,8220630
HRB,HGH,1782271
CGO,URC,2489959
NCE,BCN,497104
IST,SJJ,918398
KIX,NKG,1556367
ATL,CMH,719090
HRB,PVG,1652897
SVO,PEK,5810512
AGP,AMS,1883375
MCO,LGW,7004994
DOH,GYD,1691378
MIA,GRU,6553538
CGK,JED,7973639
ICN,DPS,5249440
ATL,SYR,1277132
LGW,MLA,2063591
OSL,TXL,860605
MAD,VIE,1808475
BOM,COK,1059422
CTS,HKG,3428978
AUH,BEG,3831057
ICN,PVG,821467
BOM,AMS,6866149
CAN,NAY,1840572
NNG,KWE,456937
CGO,HAK,1650174
LHR,ARN,1466289
IKA,LHR,4432000
LJU,ZRH,471180
ALA,PEK,3279855
ATL,CAE,308235
LCA,MLA,1740736
KWL,XIY,1030544
AMS,VRN,889775
FCO,JFK,6883860
TFS,MXP,2960411
NKG,SYX,1766013
HKG,CCU,2618001
AMS,CAN,9155971
MAD,AMS,1458979
KWI,MAA,3778320
DUS,MUC,486705
NRT,DUS,9354127
PVG,DLC,868161
SZX,TYN,1678637
PMI,LHR,1347744
GYD,TLV,1650720
HND,LHR,9615086
BUD,BEG,302222
PUS,HAN,2736204
DLC,PVG,868161
TXL,CPH,342894
BCN,JFK,6165913
SCQ,AGP,767675
LHR,GYD,4012289
ATH,BEG,822370
ICN,WUH,1349244
CMH,ATL,719090
CAN,HGH,1037259
CTU,PEK,1556350
MAD,EIN,1398790
HAJ,BCN,1368031
FCO,VIE,778919
FSZ,KOJ,770442
TPE,KIX,1703047
TSN,HKG,1892628
AMS,JFK,5863340
SDF,ATL,517131
XMN,KMG,1536949
FRA,BRE,336547
TLL,FRA,1473610
GRU,SCL,2616569
FRA,LEJ,304335
YUL,YYZ,508338
MWX,TSN,924762
NBE,BRU,1714701
XMN,PEK,1728914
BCN,TFN,2195199
GYD,DXB,1758310
BOM,ICN,5554414
ATL,LAX,3132519
MLA,MUC,1405532
TSN,CJU,1029922
ALA,PEK,3279855
AMS,PSA,1046167
BCN,ZAG,1232073
NRT,CJU,1296934
HKG,SYX,646328
AMS,YYC,7190228
TBS,KBP,1450230
FRA,DUS,188458
SFO,MUC,9460750
CJU,PVG,513511
MUC,BSL,328907
HNL,JFK,8019748
NGB,CSX,823074
RIX,JFK,6764305
MAD,DKR,3158243
THR,SYZ,692443
CWB,CGH,330935
MEL,SIN,6024052
ATL,DCA,880443
URC,HGH,3270630
SCL,SYD,11362613
JFK,BRU,5901406
LJU,WAW,812801
ATH,DUS,2005223
MRS,FRA,774821
AGP,EDI,2144248
BUD,FRA,838099
CPH,DUS,620132
MUC,KBP,1401932
EDI,VCE,1599772
DUS,LED,1745506
NCE,FRA,715086
LBA,DLM,3016451
FRA,BOM,6576973
POZ,MUC,576914
MAN,DLM,3028133
SEA,FRA,8221228
FRA,NKG,8656676
ZRH,HAJ,561666
LUX,ARN,1343608
IKA,FRA,3783542
RIX,WAW,564040
WUH,HGH,600719
AMS,SAW,2250693
CTA,MLA,186184
HGH,DLC,974403
KOJ,ICN,740171
DLC,HKG,1984053
ABZ,AMS,704691
IAH,AMS,8066546
DME,FRU,2949906
AMS,ATH,2183931
CPH,AGP,2472801
SUB,CGK,691826
SYX,FOC,1352773
NRT,JFK,10854436
HKG,CKG,1096673
AMS,CGN,230081
LHR,ATL,6776332
KWI,RUH,489498
MUC,VIE,356345
TAS,TSE,1098267
MUC,BCN,1095777
TBS,GYD,448216
CTS,NRT,786399
JED,CGK,7973639
ICN,LED,6815340
CDG,PUJ,7086557
NBO,LOS,3834806
HNL,SYD,8153590
MUC,TXL,479824
TAS,DME,2771197
BAH,DOH,147554
CGH,CNF,522991
LJU,FRA,610098
CTS,ICN,1423737
ATL,LGA,1225550
MLA,BRU,1853267
SCL,AKL,9673653
AMM,TIP,2151531
EIN,LIS,1805827
HEL,BCN,2631653
STR,CTA,1333559
BSB,GRU,851232
PEK,NRT,2139855
ALA,AUH,2929785
TPE,AMS,9460477
CGO,HGH,781523
CSX,NGB,823074
NCE,EIN,877230
LAS,LHR,8416050
XIY,TNA,811430
NRT,YVR,7521903
OKA,HKG,1458413
AMS,LCA,2995287
MAD,JFK,5775437
VIE,ARN,1287590
TAS,URC,1518902
MAD,MIA,7119572
TRV,DXB,2944098
ICN,DXB,6741158
ATL,RDU,573022
HGH,CAN,1037259
BCN,LUX,980163
LEJ,MUC,343982
NCE,WAW,1392659
ALA,TSE,950943
MAN,DUS,657341
WAW,YYZ,6954655
HGH,PEK,1147425
HKG,KOJ,1967319
LHR,PHL,5704860
NGB,KWL,1237809
KIX,PUS,582935
OKA,NRT,1611753
PUS,NKG,1010688
HGH,SYX,1729105
KUL,KWI,6382083
MAD,VIE,1808475
FRA,TAS,4699071
MAD,LOS,3819269
GRU,LHR,9435484
ICN,LAS,9690032
BRE,AMS,284191
SZX,NAY,1916368
JNB,MUC,8412264
MUC,KRK,613112
LUX,MLA,1670169
LHR,YHZ,4597833
BJV,MAN,2916289
EZE,FRA,11477125
TRN,FRA,540701
NCE,MAN,1283680
SHA,NNG,1615151
WUH,DLC,1127413
BCN,LED,2826582
KWI,JED,1217527
LCA,BEG,1582755
PEK,GMP,928873
CNX,BKK,594223
DXB,NBO,3548476
CDG,YUL,5539525
MUC,RUH,4001369
LBA,LCA,3457926
FRA,ATH,1818084
TRN,MUC,471720
FRA,FCO,957742
TXL,VIE,547175
LIM,UIO,1322379
TXL,TLV,2871731
MIA,PUJ,1466117
FRA,VKO,2016332
HER,LUX,2212785
IAD,FRA,6566338
GDN,MUC,815041
FRA,LUX,173552
JFK,MSY,1902461
FRA,KRK,804370
AUH,MCT,381162
MAD,FRA,1419752
DUS,LBA,638642
DTM,MUC,462097
MUC,PRG,264959
LPA,NCL,3207127
VIE,AGP,2138337
PEK,CKG,1463168
TAS,KUF,1972610
CCJ,DXB,2673813
CJU,NRT,1296934
ATL,IAH,1109115
TLS,AMS,997610
BOG,DFW,3924087
TAS,RIX,3649331
MAD,CPH,2060305
SYD,MEL,705927
HAN,PUS,2736204
ATL,ORD,974957
DME,MLA,2810771
BRU,BOJ,1977410
DUS,ORD,6807343
MLA,FCO,687849
NRT,OKA,1611753
HKG,FOC,708879
TLH,ATL,359372
DFW,SCL,7836348
BRU,AGP,1735156
DUS,FCO,1134361
HAK,PEK,2308561
HEL,NGO,7779849
WAW,BEG,818454
ZRH,ICN,8765104
HKG,AMS,9290300
CDG,FRA,448213
MUC,LIS,1986970
AGP,CMN,462760
MXP,MIA,7934912
DLC,NRT,1703610
SUB,UPG,791503
ICN,TAS,4855576
CGN,AMS,230081
PEK,TPE,1719333
MLA,BCN,1235982
CGK,KUL,1124518
PEK,MAD,9226251
ICN,CDG,8949233
AUH,BAH,452720
CWL,MLA,2234699
HGH,WUH,600719
CAN,HGH,1037259
AMS,SKG,1907398
BLQ,MAD,1298454
