FRA,DFW,8276148
JFK,LAX,3982940
ORD,YXU,566971
DCA,PWM,775082
LAX,BDL,4066195
ORD,PDX,2799066
SJU,DFW,3484412
ATH,ORY,2109697
NCL,TFS,3229402
FRA,TUN,1470040
BSL,TFS,3010202
LTN,ZRH,808337
HRB,SVX,4549439
DUB,BOS,4816094
MKE,ORD,107597
SEA,FRA,8221228
DME,HRG,3152885
DFW,MKE,1373056
FRA,MAD,1419752
MAN,LCA,3473785
LIS,WAW,2754036
KWE,CTU,527639
FAO,BSL,1729686
LCA,SVX,3177877
DOH,BAH,147554
IAD,YOW,723623
MCO,PTY,2152361
RSW,DEN,2585537
JED,CMB,4656507
BNE,AKL,2297838
DFW,LIM,5403169
LAX,YYZ,3501086
ORD,ROC,849377
SJD,ORD,2908125
ICN,FUK,563116
FCO,LIN,470266
ALA,TSE,950943
EWR,BRU,5923200
IAH,GRU,7888483
NRT,IAD,10868195
SFO,SJD,2008462
DME,ALC,3431481
CID,ORD,315813
LIS,EWR,5446739
PHL,CAE,840982
TYS,PHL,891968
CUN,LGW,7988462
LGW,DLM,2797118
OPO,LIS,276635
BSL,DRS,600102
LIS,GVA,1497956
ZRH,LTN,808337
DAY,IAD,591874
GSP,IAD,617881
SAT,IAD,2191786
DFW,RDU,1707958
MGM,CLT,599391
LGW,MAD,1212599
HER,MAN,2932699
LIS,BRU,1718675
NBE,ZRH,1274563
CDG,MXP,599276
MXP,CPH,1144759
BDL,IAD,523791
EWR,DEL,11786062
IAH,LAX,2219215
ORD,CAE,1072438
SMF,LAX,599772
DWC,VKO,3708291
CLT,GCM,1764727
DTW,MIA,1842798
PMI,MAD,548216
EDI,TFS,3273976
YYZ,FCO,7104842
CPH,LGW,986818
ORY,SXF,888164
COS,SFO,1551027
NRT,HNL,6145590
VIE,DME,1672457
DFW,PHX,1396815
MIA,ATL,956918
PHX,SLC,816165
PMI,BOD,651716
MAN,TFS,3046144
JED,TUN,3256052
PMI,SXF,1648743
BUF,IAD,456581
GSO,EWR,716666
LHR,IAD,5917134
SFO,DEN,1556392
MCO,LGW,7004994
DCA,CHA,841246
LCA,ATH,931818
PHL,MCO,1386227
PMI,EXT,1332503
YUL,AGP,5719098
BRU,NCE,831186
MAN,KEF,1657429
CLE,CHS,958298
HNL,DEN,5414687
MCO,FLL,285148
SFO,MSY,3074956
PFO,DME,2336997
DCA,RSW,1435099
BHX,NBE,2057225
YYZ,VCE,6872412
CDG,LPL,610926
MXP,PMO,903310
CLE,SYR,509977
HSV,DEN,1686801
MSY,ORD,1346544
TYS,DEN,1870342
BDL,CLT,1035990
DFW,SLC,1591079
TOL,ORD,343327
LGW,HRG,3902272
BRS,NCE,1136987
MAN,PFO,3416568
BRU,PRG,698721
FLL,SFO,4157426
SFO,ICN,9106147
EDI,LHR,534194
CNF,MIA,6377594
JFK,IND,1069952
TBS,BGW,935195
LPA,MAN,3021908
PER,MEL,2706038
LGW,NBE,1877133
OPO,FRA,1653439
BRS,GLA,512302
LTN,AMS,354971
TAS,KJA,2359058
DXB,IAD,11375793
IAH,RSW,1385791
PTY,MCO,2152361
DME,DOK,816210
CLT,SLC,2779649
JFK,CUN,2502059
ORD,OKC,1114980
CDG,AGP,1485208
LIS,YUL,5248499
BJV,STN,2691822
LTN,CDG,379825
BOS,YOW,498548
FRA,DTW,6696590
LEX,ORD,520408
SFO,RDU,3862181
PEK,VKO,5832780
DEN,PHL,2506641
PVR,PHX,1563119
LIS,CPH,2474600
ABZ,LGW,686389
LGW,ATH,2396548
TLS,ORY,571645
DME,VIE,1672457
ORD,SGF,705296
KBP,ODS,435994
CLE,CLT,692504
EWR,PHL,128916
MIA,STL,1719508
SAT,PHL,2407061
CTA,LGW,1939455
DUS,LIS,1863439
SIN,HKG,2555450
LGW,LCA,3252507
DEN,LBB,733269
IAD,OKC,1827983
ORD,BNA,658497
TUS,LAX,726192
DFW,ICN,11009288
MEX,PHX,2013822
PHX,PHL,3339874
AGP,LTN,1720138
TFS,BHX,2976086
STN,GLA,539333
DEN,CPR,369984
IAD,IAH,1915211
MSP,SFO,2556992
SLC,DEN,629109
SVX,DME,1426722
LBB,DFW,453749
PHL,MCI,1670792
MXP,MAD,1150872
ORY,AGP,1450327
SIN,HKG,2555450
BSL,CTA,1282224
MAN,GVA,993939
BHM,ORD,939545
EWR,ORF,457057
DCA,CRW,400273
LEX,ORD,520408
PHL,MKE,1110610
VCE,BOD,1028942
LGW,NBE,1877133
GVA,FCO,696136
DEN,SGF,1024776
ORD,SAV,1244244
AUH,CMB,3297827
CHS,DCA,713951
FCO,LIS,1844162
SXM,CLT,2593807
OPO,ZRH,1532998
LGW,ADB,2571618
ZRH,LIS,1726183
MAN,AYT,3135580
BOS,CLE,905623
FRA,LAX,9343419
LIS,MIA,6689456
SFO,KIX,8711384
LAX,LHR,8780646
DCA,SYR,479430
LAX,TPE,10941808
PHL,FCO,7034617
MAD,LIM,9519765
PFO,NCL,3460781
GLA,YYC,6497722
BSL,NAP,919297
MAN,TFS,3046144
ABQ,IAH,1196928
EWR,FRA,6226372
IND,IAH,1358644
PEK,HNL,8145793
ALC,DME,3431481
CLT,DTW,804580
IND,DCA,804038
ORD,MSP,537761
YYZ,PHL,558239
HAN,SIN,2207066
AMS,LPL,525513
SVX,LED,1807289
EWR,PHX,3432559
LAX,ABQ,1089899
PIT,EWR,513729
CLT,RIC,412737
NAP,ORY,1281719
BJV,LPL,2949935
BIL,DEN,732179
EWR,TYS,1015511
LAX,FRA,9343419
TLV,DME,2610393
DFW,BTR,616460
MIA,LGA,1764809
RIC,CLT,412737
BHX,LPA,2948742
LIS,HEL,3369240
ALC,GVA,1040076
LGW,MLA,2063591
EWR,DFW,2208445
IAH,UIO,3788144
CMB,PVG,5098281
CLT,AVL,147437
FCO,ORD,7762052
ORD,AUS,1573385
TYS,DCA,702540
BOD,YUL,5533543
BHX,AYT,3065502
BLQ,ZAG,399135
SDQ,ORY,7178713
LGW,BJV,2683473
DME,AER,1338174
IAD,SDF,726497
ORD,NAS,2110482
YYZ,YUL,508338
BWI,PHL,145046
FLL,PHX,3174010
MSN,DFW,1321431
SMF,LAX,599772
EMA,TFS,3026673
LIS,SXF,2308664
SIN,TPE,3213157
LGW,BSL,685745
EWR,DAY,858546
ICN,SEA,8394478
PRG,BRU,698721
BOS,LHR,5254215
CLT,RDU,208866
JFK,PIT,546683
PSA,LGW,1149513
IAD,ROA,284741
OKC,IAH,636082
TPA,CLE,1491869
DFW,LHR,7644847
MCO,CLT,753101
GOA,PMO,778677
GVA,BRS,863647
CLE,ROC,393315
GSO,ORD,948969
LHR,LAX,8780646
SFO,MCI,2412111
DCA,CLT,532566
LAX,RAR,7516170
PHL,CLT,721610
AGP,BOD,959857
TUN,ORY,1465886
VCE,YYZ,6872412
CDG,CMN,1930535
MXP,LGW,900327
BOS,FRA,5904243
GIG,IAH,8072068
LAX,YYZ,3501086
SAN,SFO,718652
DME,RIX,880361
CLT,HSV,536622
IND,CLT,688143
ORD,MSN,174592
VCE,PHL,6836558
LGW,CTA,1939455
ATH,MAN,2640427
LGW,PFO,3190504
KUF,TAS,1972610
LHR,CMB,8718484
CLT,IND,688143
JAX,CLT,528064
CDG,BCN,858279
CUN,YVR,4475778
CDG,BCN,858279
CVG,DEN,1720587
NRT,BKK,4649901
YEG,EWR,3255544
ABQ,DFW,915507
MIA,GCM,728152
RIC,ORD,1033263
AGP,CWL,1638353
CMN,AUH,6063424
DFW,LAS,1698185
LGA,TYS,1041955
PHL,DFW,2096441
BCN,PRG,1359565
NAT,LIS,5626000
HKG,SIN,2555450
GVA,ARN,1684928
NCE,TLS,472083
BTR,IAH,407934
IAH,SJC,2587567
ORD,CID,315813
SNA,DEN,1361344
FCO,DME,2398440
CLT,LIT,1031041
DTW,YUL,852857
MCI,PHL,1670792
PHL,LHR,5704860
YYZ,DFW,1929971
EDI,LTN,494575
MAN,TLV,3789671
DEN,MSY,1708700
IAD,JAX,1014105
MCI,EWR,1757353
RSW,IAH,1385791
CMB,JED,4656507
BCN,JFK,6165913
LAX,IAH,2219215
ORD,SAN,2772963
SMF,CLT,3611207
EMA,TFS,3026673
LGW,YYC,7076604
BRI,MXP,819476
LGW,LPA,2876614
SXF,PSA,994449
DAY,ORD,386562
GPT,IAH,605641
PEK,SFO,9516350
GYD,KBP,1849259
KUF,SVX,767340
ORF,DCA,229394
TLV,PHL,9287666
TUN,ALG,626109
CDG,OPO,1232564
MAN,PMI,1580846
EWR,DSM,1636541
IAH,GPT,605641
MUC,BOS,6198109
SFO,IND,3127534
DME,TXL,1636727
CHS,MIA,787952
DFW,SAN,1884390
LGA,DFW,2235069
PHL,LGA,153725
ORY,MLA,1739383
ORY,OPO,1201323
ICN,TNA,822735
GLA,AMS,719836
NAP,EDI,2111900
SVX,TAS,1827116
EWR,BUF,453893
IAH,DCA,1943602
MLU,IAH,421264
SEA,NRT,7674697
BWI,CLT,580647
LHR,JFK,5554540
PBI,LAX,3749232
STL,MIA,1719508
TSN,SIN,4397983
GVA,BCN,637523
NCE,EDI,1561222
BOS,DEN,2822867
EWR,JAX,1319609
IAH,MSP,1663889
SJU,IAD,2528186
CLT,DCA,532566
DUB,JFK,5116571
MCO,BOG,2733180
PHL,MAD,5924208
YYZ,LAX,3501086
EMA,PFO,3335266
NBE,GLA,2471815
YUL,MRS,6022006
CAG,MXP,709109
LTN,BFS,497864
DEN,DFW,1031943
MCI,SFO,2412111
SFO,AKL,10486986
CLT,FCO,7744582
DFW,YUL,2434985
MIA,DTW,1842798
PHL,RSW,1597679
LIS,NCE,1471120
EDI,CDG,869771
NCE,BFS,1561662
BOS,YYZ,717698
EWR,MHT,336824
IAH,PDX,2936398
ORD,HSV,820860
TPE,SFO,10410308
LHR,ABZ,647815
FRA,DFW,8276148
MIA,SEA,4383858
BOD,PMI,651716
JFK,FRA,6204692
ORD,FWA,252094
SFO,DFW,2356680
BRS,TFS,2839458
MAN,PMI,1580846
LUX,LGW,485524
DUB,EWR,5138100
IAD,TPA,1304354
MEX,IAH,1227615
SAN,EWR,3903213
HRI,JED,4822527
BNA,LGA,1229747
DFW,GSO,1607902
ORD,IAH,1488809
SJC,PHX,1000041
BRS,TLS,914907
LGW,TLS,844091
TLV,GVA,2922228
CLE,RIC,583015
FRA,SFO,9171459
JFK,FRA,6204692
ORD,SLC,2011313
YUL,YYZ,508338
VKO,KUF,865223
CMH,DCA,519776
IAH,DFW,360938
PIT,STL,891121
PMO,GOA,778677
NCL,TFS,3229402
OPO,GVA,1311349
BKK,ICN,3664866
GLA,LTN,518847
NCE,NAP,659595
BOS,SFO,4351856
EWR,MCI,1757353
IAH,MEM,753858
ORD,GSP,929313
TPA,ORD,1628198
SIN,DME,8396391
CMH,MIA,1593857
IND,PHL,946259
NRT,SIN,5349742
RIC,BOS,762713
PMO,VCE,816369
STN,LPA,2961747
PVR,YVR,3541933
BOD,BRU,778857
DEN,ICT,675259
IAD,CMH,482083
LAX,SYD,12050713
PIT,ORD,663783
CMB,DMM,3833568
JFK,BCN,6165913
ORD,HSV,820860
STL,CLT,925817
GLA,CUN,7630220
CNF,LIS,7416015
CDG,BUD,1250929
IAD,BDL,523791
LAX,PVG,10435872
PDX,YYC,883039
YYZ,ORD,702040
MCO,NAS,535902
DCA,TYS,702540
JFK,MAD,5775437
NAS,DCA,1532241
RDU,LAX,3602448
PMO,BOD,1366337
CDG,TFS,2845603
LTN,HAM,725316
MEX,ORD,2712800
SAN,IAH,2097178
CMB,FCO,7631421
AVL,CLT,147437
ORD,MKE,107597
SJD,DFW,1647289
ATL,LAX,3132519
PMI,CWL,1398512
CRK,SIN,2378024
BFS,LTN,497864
LGW,BOD,703786
STN,NCE,1052639
CLE,BNA,721233
EWR,TUL,1954957
ICN,LAX,9646375
PBI,TPA,280524
CMB,BLR,707003
ATL,PHX,2554546
LFT,DFW,564701
ORD,SFO,2971042
TUS,LAX,726192
MAN,MLA,2342713
YYZ,YUL,508338
BRS,MAD,1212085
DEN,SFO,1556392
IAD,PIT,293578
SFO,BOS,4351856
MLE,HRI,873139
BOS,JFK,300495
DFW,MGM,1000953
LIM,MIA,4197576
PHL,DTW,729566
BCN,SVO,3023862
JAX,PHL,1193832
ORD,CUN,2324144
SCL,MIA,6627114
BHX,PFO,3345051
ALG,TUN,626109
BSL,TLS,651632
LTN,GLA,518847
SVX,CDG,3889131
DFW,CLE,1643252
IAD,PWM,793781
MCO,LAX,3568990
RDU,SFO,3862181
BDL,PIT,652966
LAS,DCA,3361375
ORD,DCA,984627
SFO,MIA,4160182
BNE,CBR,954179
TFS,LGW,2910653
CLE,FLL,1708569
IND,ORD,285473
ORD,PVR,2868985
YOW,EWR,528680
VKO,ALA,3132049
HNL,PHX,4694959
PHX,YEG,2211689
TFS,SCQ,1804274
NAP,MAN,1862133
MAN,LIS,1702572
CKG,SHA,1419624
FCO,TLS,913811
NAP,STN,1626435
BOG,JFK,3980857
EWR,GSP,956657
IAH,IND,1358644
ORD,DEN,1429525
SYR,EWR,313061
MSQ,DME,659154
CLT,STL,925817
IAH,ORD,1488809
MUC,SKG,1242875
PVR,DFW,1579599
PMI,LTN,1390509
MAN,YYC,6797891
BHX,BFS,384343
SXF,TLV,2846352
DEN,EWR,2582895
IAD,AMS,6223344
LAX,PEK,10059250
PHL,SFO,4057534
BKK,CAN,1704526
DCA,SRQ,1370221
IST,IAH,10280005
ORD,DBQ,236391
SKG,MUC,1242875
FAO,NCL,2059316
BCN,LIS,996185
HAM,NBE,1951137
BUD,CDG,1250929
HNL,NRT,6145590
ORD,YHZ,1993722
YYC,ORD,2229206
DCA,ORD,984627
JFK,BWI,295745
MTY,DFW,843295
PTY,MIA,1853265
BRI,VRN,671160
CDG,BRI,1416573
LPL,NCE,1305281
DME,LED,668536
IAD,GVA,6583253
MCO,ORD,1617438
RIC,CLE,583015
BLR,CMB,707003
DFW,EWR,2208445
LAS,JFK,3617691
ORD,IND,285473
SFO,PEK,9516350
VRN,BRI,671160
PDL,YYZ,4524123
ATH,MXP,1522517
LCA,LGW,3252507
PRG,AMS,707011
BWI,DEN,2399472
EWR,SAN,3903213
SVO,ODS,1160415
AMA,DFW,502002
LAX,RNO,628461
ORD,PBI,1840569
TLH,MIA,647495
ALC,NCL,1864539
YYZ,ATH,8148680
BRS,BCN,1179708
DEN,PHL,2506641
IAD,MAN,5736933
MEM,ORD,790811
SEA,ANC,2331055
CMB,NRT,6896812
BNA,DCA,904186
PHL,BNA,1086227
YYC,DFW,2451409
BHX,PMI,1474864
LIS,KBP,3380024
ALC,LTN,1510652
LIN,LGW,944969
LAX,BOI,1084780
PVG,ORD,11357142
CLT,VPS,740225
JFK,LAS,3617691
ORD,RDU,1039955
YOW,PHL,606496
MAN,AGP,1861588
CAN,SIN,2637556
BFS,FAO,1965545
LPL,ALC,1682152
DFW,LAX,1987383
IAH,LOS,10480146
ORD,MTY,2117052
YYZ,PIT,357340
BOS,ROC,552166
FAO,LIS,221470
MUC,DOH,4305310
SFO,TPE,10410308
CWL,DLM,3011553
LIS,NAT,5626000
CTS,ICN,1423737
KEF,BSL,2582146
VCE,GVA,491376
DTW,IAD,617026
IAH,SAV,1369269
ORD,SAN,2772963
IST,KBP,1053643
CLT,ATL,364981
LGW,DLM,2797118
MIA,LIS,6689456
AGP,BRS,1640317
LGW,GLA,596085
EWR,CVG,916000
SAT,LAX,1948030
DME,SVX,1426722
DAY,PHL,767636
PMO,VRN,822430
MAN,NBE,2160725
HAM,NCE,1127343
TLS,LGW,844091
ORD,MIA,1926485
BDL,ORD,1260278
SFO,JFK,4161868
LTN,PFO,3233051
TLS,LIS,1030988
BFS,GLA,176405
LGW,AYT,2912998
MUC,TUN,1284104
GVA,BRU,532207
SXF,BRU,646456
CMH,IAH,1586259
HKG,SGN,1488358
NRT,SFO,8246269
TPA,IAD,1304354
VKO,VNO,770628
DFW,NAS,2092433
MIA,DEN,2750276
PHX,YVR,1979637
ALC,LGW,1430032
FAO,LIS,221470
GLA,STN,539333
SXF,EDI,1169268
DEN,SDF,1647557
IAH,JAX,1314618
ORD,RSW,1802911
CMB,CGK,3317563
GVA,LIS,1497956
ORF,JFK,465968
BCN,PMI,201751
PMO,ORY,1455775
YVR,LGW,7641936
CDG,TLS,605349
NAP,CTA,385462
MEX,SFO,3027207
SFO,PDX,885355
ODS,VKO,1118210
DCA,TPA,1309470
PHL,FRA,6354802
MAD,LPA,1765053
OPO,ORY,1201323
BRU,YUL,5570154
DUS,LGW,486141
NCE,LIS,1471120
BOS,LAX,4202210
EWR,SYR,313061
LAS,IAD,3324158
RNO,DEN,1294097
DME,SGN,7685653
CLT,PIT,589089
JAN,DCA,1384669
ORD,NRT,10097133
ALC,TFS,1871580
ORY,NAP,1281719
BRS,FAO,1649630
SVX,TLV,3394555
EWR,PWM,457434
JFK,CAI,9035477
PHX,IAH,1623844
COK,CMB,504804
BWI,DFW,1958133
FLL,DFW,1800777
MUC,ATH,1518592
CTA,ORY,1618658
EWR,LIS,5446739
TUN,CMN,1666949
HRG,LGW,3902272
TLV,MAN,3789671
DEN,DCA,2375022
DOK,KBP,558784
BRU,ATH,2103835
DSM,ORD,481342
NRT,LAX,8772757
TLH,DFW,1234134
LCA,LGW,3252507
YYZ,LIS,5755010
BRS,BFS,433329
MAN,AGP,1861588
BZE,EWR,2903123
GDL,IAH,1319396
SFO,SAN,718652
VKO,HER,2432826
DFW,ABQ,915507
LGA,DAY,883983
PHX,EWR,3432559
VCE,PMO,816369
GVA,TUN,1097328
KIN,MIA,942229
ORD,PHX,2317278
SJU,ORD,3334108
EDI,PMI,1878138
ARN,LIS,3002192
TUN,KWI,3600743
CPH,HAM,280385
MAN,PRG,1195244
EWR,BOS,322739
MSP,EWR,1622560
ABZ,LHR,647815
BUF,DCA,475919
DFW,MLI,1111433
LAX,STL,2562153
ORD,PVR,2868985
STL,DCA,1157195
BSL,NCE,437614
LPL,AMS,525513
CUN,AUS,1483103
GUM,NGO,2500568
LAX,CUN,3409703
YYZ,SFO,3636032
HKG,HND,2904232
DCA,CHS,713951
JAN,CLT,904807
NAS,PHL,1658018
RDU,MIA,1127198
ORY,SAW,2287202
AGP,BFS,2002989
ORY,ATH,2109697
BWI,EWR,272052
IAH,SAN,2097178
ORD,OKC,1114980
YVR,LAX,1739197
VKO,DWC,3708291
DAY,ORD,386562
JFK,DFW,2238656
ORD,CMH,475624
SAN,DFW,1884390
YUL,VRA,2584801
BRS,NCL,412482
LIS,NCE,1471120
CDG,SVX,3889131
IAD,MCO,1219460
MCO,IAH,1374522
RDU,ORD,1039955
HRI,CMB,169172
AUS,ORD,1573385
DFW,DTW,1587319
JFK,SFO,4161868
ORD,PVG,11357142
TPA,ORD,1628198
LGW,LPA,2876614
LIS,DKR,2787351
TUN,BEY,2314159
CPH,STN,916894
MAD,BRS,1212085
DWC,SVX,3565862
DEN,PVR,2127235
IAD,HSV,958613
LGA,YYZ,573997
PTY,IAD,3314795
KBP,SIP,632124
SVX,KUF,767340
DFW,CMH,1490303
LAS,MIA,3499321
ORD,DTW,377372
SAT,PHX,1356218
DLM,MAN,3028133
MAN,BFS,296293
MUC,SVX,3373301
DFW,EWR,2208445
IAD,TYS,675218
MLI,ORD,224449
SFO,CLE,3478340
HRI,PVG,5050304
BOS,PHL,450649
DFW,MLU,470753
LAX,TUS,726192
ORD,TPA,1628198
STL,LAX,2562153
ALC,CWL,1473653
VCE,ORY,837723
SIN,TPE,3213157
BRI,LGW,1711119
LGW,LIS,1542287
SXF,PMI,1648743
CLE,SFO,3478340
FRA,DEN,8109413
LAS,ORD,2436933
PIA,ORD,209113
DOH,CMB,3610745
BRU,LIS,1718675
DFW,JAN,656618
LHR,RDU,6231142
PDX,PHL,3872459
ZRH,LIS,1726183
CWL,HER,2888863
ALG,LIS,1112229
BSL,HAM,694035
LTN,CTA,2006436
IAH,AUS,225667
MSN,ORD,174592
SFO,MUC,9460750
DME,HKG,7117901
CHS,CLT,270009
MHT,CLT,1186382
PHL,ORD,1090918
LPA,SCQ,1775277
FRA,CLT,7075094
MSP,ORD,537761
PIT,BOS,798420
NAP,PMO,318061
PMI,MAN,1580846
BRS,CDG,459201
LAX,TUS,726192
TUN,NAP,569955
HAV,NAS,551704
IST,JFK,8071960
MLI,DFW,1111433
RDU,CLT,208866
KRK,LGW,1414454
PMO,FCO,409223
IAH,NRT,10690309
ORD,CUN,2324144
SXM,ORD,3545974
JNB,LHR,9045059
CLT,DUB,5987142
DSM,CLT,1312284
PHL,SYR,366945
MAD,CUN,7973482
LGW,PUJ,6903602
NBE,FRA,1557364
CTA,MAN,2214663
MAN,HER,2932699
AMS,IAD,6223344
DTW,DEN,1806779
MSY,LAX,2688036
SFO,YVR,1287630
CLT,FLL,1016273
DFW,YVR,2822116
MIA,NAS,296176
PHX,DFW,1396815
MAD,PMI,548216
MAN,HER,2932699
SIN,CAN,2637556
ALC,LGW,1430032
PRG,STN,1002803
CLT,CLE,692504
FRA,JED,4131614
JFK,VIE,6823304
YYZ,IAH,2060039
TXL,DME,1636727
CVG,MIA,1526008
GRU,LAX,9907363
RNO,DFW,2164360
AGP,LGW,1644208
YUL,FLL,2227205
BRS,EDI,510159
STN,EDI,510612
CLE,PBI,1641672
FRA,MIA,7776140
JFK,BRU,5901406
ORD,LAS,2436933
TPA,DEN,2424433
VIE,VKO,1641683
CLT,SEA,3667919
GSO,LGA,741370
MIA,MEM,1383152
PHX,HMO,489692
MVD,MAD,9922689
BRS,PRG,1204196
LGW,MXP,900327
SXF,LTN,951475
DEN,ABQ,561827
HAJ,BRU,399246
PDX,SFO,885355
YYZ,MSP,1091884
VKO,PEK,5832780
IST,MUC,1574518
MSY,ORD,1346544
RDU,DFW,1707958
MAN,PMI,1580846
TUN,NCE,797970
GLA,LGW,596085
BHX,BRU,464226
EWR,CMH,744831
IAH,ICT,871953
ORD,MBS,357538
TXL,EWR,6404821
DCA,CVG,661595
JFK,ORF,465968
OPO,LIS,276635
SEA,PHX,1781033
AUH,SYD,12056907
PMI,GLA,1890207
CUN,YUL,2964567
AYT,MAN,3135580
SXF,SOF,1306358
DEN,BOS,2822867
HNL,EWR,7986314
LAX,OKC,1910350
PIT,IAD,293578
LAX,CMH,3210933
ORD,PIA,209113
SJU,PHL,2536372
FCO,CLT,7744582
MKE,DFW,1373056
PFO,BHX,3345051
MAN,YYZ,5527226
BOD,BSL,705976
LGW,MRS,949135
SXF,VCE,769291
HNL,IAH,6282490
LAX,PHX,595615
OSL,EWR,5948998
ZRH,SFO,9399162
VKO,ORY,2477421
ICT,ORD,946051
PIT,LAX,3437427
HER,MXP,1797026
PFO,EDI,3600883
BOS,IAH,2570294
EWR,GCM,2469374
ORD,BHM,939545
SLC,LAX,948963
HER,DME,2434082
CLT,BZE,2089930
DFW,TYS,1241725
MEX,ORD,2712800
PHL,RDU,542021
JFK,MAD,5775437
GVA,LIS,1497956
MAD,LTN,1288603
TAS,SVX,1827116
IAD,PDX,3745557
DFW,SJU,3484412
MIA,LAX,3768873
PHL,YHZ,1113434
LTN,AGP,1720138
HYD,SIN,3304004
AGP,LPL,1855745
GVA,HRG,3224951
PMI,LPL,1589806
CLE,MCO,1441105
JAX,ORD,1390505
ORD,PHX,2317278
YUL,EWR,531960
SVO,HRG,3211285
CLT,TYS,284566
GIG,CLT,7553754
MIA,MAD,7119572
PIT,JFK,546683
HRG,MAN,4148298
VCE,YUL,6375960
BOD,LIS,968929
LGW,DME,2551468
SOF,MAN,2234025
CLE,ERI,158090
IND,EWR,1037183
SNA,SFO,598188
SVX,BKK,5853602
FRA,SKG,1543601
PHX,BOS,3701462
BRS,CPH,1120722
CPH,OSL,517895
GUM,FUK,2658327
YYC,DEN,1445756
VKO,IST,1738740
DCA,HSV,986649
IAD,IST,8433633
PIT,MIA,1630190
TUN,DKR,3678975
FCO,SXF,1179612
NAP,ORY,1281719
BAH,DOH,147554
EWR,AUS,2419833
IAH,EWR,2252780
ORD,GSO,948969
TPA,JAX,291002
VKO,TSE,2310923
DAY,LGA,883983
JFK,DCA,342613
NRT,ORD,10097133
SAN,DCA,3662522
AKL,RAR,3013909
ORY,VCE,837723
TPE,SIN,3213157
AMS,LTN,354971
KEF,EDI,1388683
SXF,GLA,1232399
DCA,IAH,1943602
GVA,EWR,6241485
LAX,HNL,4113181
PHL,IAD,216750
KRT,JUB,1190053
KIX,HKG,2476489
DCA,SAN,3662522
ORD,MCO,1617438
SIN,ZRH,10309662
LIM,DFW,5403169
CUN,MAD,7973482
LGW,VCE,1119553
OPO,TER,1592847
TPE,NRT,2182119
ORY,PSA,834876
CLE,DCA,498854
IAH,VPS,850204
STR,EWR,6334446
HRG,VKO,3168033
CLT,ORD,964512
EWR,MIA,1746988
MEM,DCA,1226246
PHL,PHF,323156
FAO,LGW,1687120
MXP,BCN,721605
SVX,FRU,1803931
IAD,NRT,10868195
MCO,TLH,366928
SEA,SFO,1091968
DEL,CMB,2385174
BHM,DCA,1051559
LAX,PVG,10435872
STL,PHX,2030693
BRS,DLM,2970319
YQB,PUJ,3142523
LGW,PMO,1779417
TLS,BRS,914907
DEN,BIL,732179
GSP,IAH,1347392
LAX,MSY,2688036
ROA,ORD,853793
CMB,BOM,1520497
VNO,VKO,770628
DFW,CVG,1306158
LGA,BNA,1229747
PDX,PHX,1624620
TUS,ORD,2312659
TUN,JED,3256052
CPH,GVA,1139267
MUC,EDI,1333247
UFA,DME,1150998
EWR,IAH,2252780
IAH,LEX,1332825
NRT,EWR,10834045
SFO,OKC,2226568
EVN,VKO,1795925
DFW,STL,885277
MAD,DOH,5338956
PHL,PDX,3872459
PFO,LTN,3233051
SXF,LIS,2308664
ABZ,LTN,604645
GVA,BEG,1118916
NCE,GVA,299689
AUS,IAD,2086884
EWR,FCO,6908517
MSP,ORD,537761
SFO,CUN,3874237
DME,KGF,2457595
CDG,JFK,5849320
DFW,SEA,2671008
SYR,DCA,479430
AGP,MXP,1487053
GVA,LGW,715839
NCL,AGP,2052165
EWR,MUC,6520453
ORD,CLT,964512
SNA,IAH,2166874
DME,VIE,1672457
CLT,GSP,121626
EWR,ORD,1157371
MEM,MIA,1383152
PHL,PIT,430607
PMI,NCL,1753065
YYC,MAN,6797891
CDG,LGW,307983
LTN,NCE,1074675
KJA,TAS,2359058
IAD,EWR,341831
SFO,FLL,4157426
DWC,LED,4329624
CLT,JAN,904807
DSM,PHX,1849661
MIA,LAS,3499321
PHL,VCE,6836558
SSA,MAD,6914286
LIS,TLS,1030988
EDI,PRG,1344894
NCE,ORY,676252
BRU,ORD,6693762
EWR,PIT,513729
IAH,SDF,1267896
ORD,MEX,2712800
TYS,IAH,1241541
MXP,VKO,2280433
CLT,ROA,249911
GEG,PHX,1642158
MKE,ORD,107597
PIT,CLT,589089
HSV,DFW,969648
OAK,PHX,1039593
RSW,DFW,1635902
TFS,MAN,3046144
YYZ,DUB,5276059
BSL,ALC,1225220
LIS,SXF,2308664
DEN,PIT,2076160
IAD,GSP,617881
LIS,EWR,5446739
PIT,SFO,3627029
BKK,CMB,2393119
ABQ,PHX,528587
JFK,JNB,12824982
OKC,DFW,281722
SAT,CLT,1762458
GOA,CTA,932219
SXF,BCN,1506067
CDG,EWR,5872319
EWR,RIC,446589
IAH,SMF,2589935
ORD,LGA,1180043
TUS,IAH,1506294
MIA,VKO,9235555
CLT,MEX,2496677
FSM,DFW,365955
MIA,IND,1642423
PHX,IND,2395506
ORY,PMI,1019773
MAN,CTA,2214663
LIS,MRS,1309945
TUN,DME,2934837
EDI,NAP,2111900
MXP,BRU,665131
BAH,KWI,419850
EWR,BCN,6192379
ONT,DEN,1317442
KJA,VKO,3363399
ERI,PHL,482229
MIA,YUL,2260507
PHX,RNO,966814
